CustomerID,Age,Income,CreditScore,AccountTier
CUST_0101,64,92303,737,Silver
CUST_0102,70,96125,616,Silver
CUST_0103,41,144040,558,Silver
CUST_0104,43,24324,485,Silver
CUST_0105,42,96323,681,Silver
CUST_0106,62,29111,678,Silver
CUST_0107,58,36389,802,Platinum
CUST_0108,46,142177,613,Silver
CUST_0109,32,61427,836,Silver
CUST_0110,62,142883,522,Silver
CUST_0111,18,151189,585,Gold
CUST_0112,42,145808,802,Silver
CUST_0113,24,132221,828,Silver
CUST_0114,26,33234,519,Gold
CUST_0115,41,73441,645,Silver
CUST_0116,18,20846,718,Silver
CUST_0117,61,30954,498,Silver
CUST_0118,25,99239,765,Silver
CUST_0119,41,66514,579,Silver
CUST_0120,28,108236,454,Silver
CUST_0121,68,117579,476,Platinum
CUST_0122,34,157541,609,Gold
CUST_0123,25,62101,598,Gold
CUST_0124,52,84323,713,Silver
CUST_0125,52,111922,679,Platinum
CUST_0126,50,147534,649,Silver
CUST_0127,22,87584,499,Silver
CUST_0128,59,124537,516,Gold
CUST_0129,56,98477,749,Silver
CUST_0130,58,62533,830,Silver
CUST_0131,45,21828,507,Gold
CUST_0132,24,21917,708,Platinum
CUST_0133,26,40618,791,Silver
CUST_0134,25,52254,775,Gold
CUST_0135,29,125292,579,Platinum
CUST_0136,51,67362,664,Silver
CUST_0137,50,40128,621,Silver
CUST_0138,65,143781,707,Silver
CUST_0139,72,85545,551,Silver
CUST_0140,40,102180,658,Silver
CUST_0141,41,107958,740,Platinum
CUST_0142,54,153291,803,Gold
CUST_0143,52,59809,735,Gold
CUST_0144,61,136748,565,Silver
CUST_0145,57,25287,713,Platinum
CUST_0146,39,28512,599,Platinum
CUST_0147,44,152414,749,Platinum
CUST_0148,52,128872,485,Silver
CUST_0149,18,113070,782,Gold
CUST_0150,52,99767,736,Silver
CUST_0151,54,117829,752,Silver
CUST_0152,64,62078,760,Silver
CUST_0153,31,126288,657,Gold
CUST_0154,20,103524,555,Gold
CUST_0155,18,32219,607,Silver
CUST_0156,22,20235,570,Silver
CUST_0157,43,62929,504,Silver
CUST_0158,72,147309,849,Silver
CUST_0159,31,87444,461,Silver
CUST_0160,56,159639,594,Silver
CUST_0161,44,121834,849,Gold
CUST_0162,26,104555,845,Silver
CUST_0163,32,93698,585,Silver
CUST_0164,32,144450,452,Silver
CUST_0165,43,156487,593,Platinum
CUST_0166,59,63925,479,Gold
CUST_0167,30,157023,686,Gold
CUST_0168,68,107388,728,Silver
CUST_0169,49,28007,797,Gold
CUST_0170,56,78596,564,Silver
CUST_0171,66,141101,553,Gold
CUST_0172,69,108861,567,Platinum
CUST_0173,49,106740,454,Gold
CUST_0174,21,35524,809,Platinum
CUST_0175,47,151149,697,Gold
CUST_0176,54,145501,813,Silver
CUST_0177,40,40611,770,Platinum
CUST_0178,56,34060,570,Silver
CUST_0179,62,63303,735,Gold
CUST_0180,32,59711,598,Silver
CUST_0181,60,93340,533,Silver
CUST_0182,46,122974,680,Silver
CUST_0183,53,87728,737,Silver
CUST_0184,30,31246,610,Silver
CUST_0185,49,147796,721,Gold
CUST_0186,24,112263,487,Silver
CUST_0187,68,155090,675,Silver
CUST_0188,39,31302,591,Gold
CUST_0189,45,87506,741,Silver
CUST_0190,19,61157,600,Gold
CUST_0191,59,74917,563,Gold
CUST_0192,62,116646,686,Platinum
CUST_0193,74,103122,515,Gold
CUST_0194,70,44519,810,Silver
CUST_0195,23,100910,790,Gold
CUST_0196,45,140430,707,Silver
CUST_0197,45,91324,698,Silver
CUST_0198,61,25408,780,Gold
CUST_0199,61,79379,772,Silver
CUST_0200,37,45053,629,Gold
CUST_0201,47,151994,639,Platinum
CUST_0202,28,118723,603,Platinum
CUST_0203,72,71356,645,Platinum
CUST_0204,45,30789,760,Silver
CUST_0205,42,117720,711,Silver
CUST_0206,56,86656,592,Gold
CUST_0207,50,64028,791,Silver
CUST_0208,18,84484,765,Gold
CUST_0209,74,52154,550,Gold
CUST_0210,44,22336,693,Gold
CUST_0211,74,123677,461,Silver
CUST_0212,69,87779,688,Silver
CUST_0213,30,39029,498,Silver
CUST_0214,58,79201,491,Silver
CUST_0215,20,52265,615,Platinum
CUST_0216,56,122916,531,Silver
CUST_0217,23,66197,740,Silver
CUST_0218,25,145733,607,Silver
CUST_0219,44,91907,665,Gold
CUST_0220,26,148876,607,Gold
CUST_0221,54,84435,583,Silver
CUST_0222,50,60631,516,Silver
CUST_0223,68,149038,785,Silver
CUST_0224,59,40103,456,Silver
CUST_0225,61,84772,463,Gold
CUST_0226,41,146108,522,Gold
CUST_0227,32,34382,848,Silver
CUST_0228,71,104291,612,Silver
CUST_0229,49,121195,515,Platinum
CUST_0230,49,154828,796,Silver
CUST_0231,41,40609,579,Gold
CUST_0232,58,95683,655,Silver
CUST_0233,69,144714,725,Silver
CUST_0234,66,150330,705,Silver
CUST_0235,66,91315,715,Gold
CUST_0236,69,97834,474,Platinum
CUST_0237,29,146205,730,Silver
CUST_0238,56,34153,702,Silver
CUST_0239,19,96325,759,Silver
CUST_0240,20,75318,738,Silver
CUST_0241,66,151886,613,Silver
CUST_0242,54,135033,544,Silver
CUST_0243,66,96077,719,Gold
CUST_0244,73,110474,770,Silver
CUST_0245,34,153515,559,Silver
CUST_0246,66,93319,785,Platinum
CUST_0247,19,145885,759,Silver
CUST_0248,19,129777,687,Platinum
CUST_0249,45,37368,830,Silver
CUST_0250,71,111751,836,Platinum
CUST_0251,40,47306,839,Gold
CUST_0252,54,57219,474,Platinum
CUST_0253,49,80279,590,Platinum
CUST_0254,50,73028,566,Silver
CUST_0255,18,124263,841,Platinum
CUST_0256,36,20126,474,Silver
CUST_0257,19,72329,528,Silver
CUST_0258,70,47632,517,Silver
CUST_0259,61,129945,622,Gold
CUST_0260,43,75176,461,Silver
CUST_0261,49,154869,737,Gold
CUST_0262,23,54560,577,Gold
CUST_0263,49,96589,545,Gold
CUST_0264,72,42116,541,Platinum
CUST_0265,21,152717,590,Silver
CUST_0266,72,144085,480,Silver
CUST_0267,28,137718,783,Silver
CUST_0268,73,39256,469,Silver
CUST_0269,34,120158,595,Silver
CUST_0270,55,139719,765,Silver
CUST_0271,41,88244,839,Silver
CUST_0272,22,76264,609,Platinum
CUST_0273,69,77545,798,Gold
CUST_0274,51,59224,492,Silver
CUST_0275,23,117945,703,Gold
CUST_0276,39,33224,579,Silver
CUST_0277,28,60738,509,Silver
CUST_0278,65,83731,600,Gold
CUST_0279,33,159649,736,Silver
CUST_0280,50,28070,454,Silver
CUST_0281,26,146161,715,Platinum
CUST_0282,23,28666,794,Platinum
CUST_0283,33,77761,579,Gold
CUST_0284,46,56368,831,Gold
CUST_0285,20,157855,716,Gold
CUST_0286,37,61914,627,Silver
CUST_0287,53,147738,702,Silver
CUST_0288,36,87526,505,Silver
CUST_0289,43,39956,532,Silver
CUST_0290,20,66240,842,Gold
CUST_0291,36,141008,548,Silver
CUST_0292,37,114270,598,Platinum
CUST_0293,49,24757,778,Platinum
CUST_0294,24,39097,605,Gold
CUST_0295,69,123892,639,Gold
CUST_0296,58,90480,820,Platinum
CUST_0297,50,66163,712,Silver
CUST_0298,57,39816,529,Gold
CUST_0299,56,72853,849,Silver
CUST_0300,35,116731,701,Gold
CUST_0301,57,82823,546,Silver
CUST_0302,18,21759,709,Platinum
CUST_0303,28,112374,709,Platinum
CUST_0304,45,153554,552,Silver
CUST_0305,74,44442,489,Silver
CUST_0306,42,113501,722,Platinum
CUST_0307,67,22079,550,Silver
CUST_0308,40,153789,808,Platinum
CUST_0309,48,79676,829,Gold
CUST_0310,47,110397,757,Silver
CUST_0311,59,92847,670,Silver
CUST_0312,52,113607,757,Silver
CUST_0313,24,84077,573,Gold
CUST_0314,33,58258,680,Silver
CUST_0315,43,157717,627,Gold
CUST_0316,65,139771,512,Silver
CUST_0317,74,58000,565,Gold
CUST_0318,69,46737,640,Platinum
CUST_0319,66,31485,511,Platinum
CUST_0320,19,58565,705,Silver
CUST_0321,18,139614,456,Platinum
CUST_0322,65,85155,604,Gold
CUST_0323,29,72487,541,Gold
CUST_0324,22,149948,463,Platinum
CUST_0325,54,32342,678,Silver
CUST_0326,49,60806,535,Silver
CUST_0327,72,68770,582,Platinum
CUST_0328,26,98623,632,Silver
CUST_0329,58,123177,835,Platinum
CUST_0330,52,151026,511,Platinum
CUST_0331,36,95629,668,Silver
CUST_0332,65,140993,695,Platinum
CUST_0333,33,146944,679,Silver
CUST_0334,20,125947,528,Gold
CUST_0335,37,46399,598,Gold
CUST_0336,41,148177,587,Platinum
CUST_0337,71,129575,763,Silver
CUST_0338,73,130904,825,Silver
CUST_0339,50,50678,838,Gold
CUST_0340,41,96218,514,Gold
CUST_0341,69,83230,462,Gold
CUST_0342,28,94055,662,Silver
CUST_0343,66,92258,691,Silver
CUST_0344,25,59986,662,Silver
CUST_0345,53,105595,630,Platinum
CUST_0346,55,121358,787,Silver
CUST_0347,57,84929,622,Silver
CUST_0348,37,93506,609,Platinum
CUST_0349,52,54911,613,Silver
CUST_0350,65,107127,637,Platinum
CUST_0351,42,133453,844,Gold
CUST_0352,52,104458,640,Platinum
CUST_0353,42,32175,757,Silver
CUST_0354,46,139235,705,Silver
CUST_0355,35,74771,632,Gold
CUST_0356,63,147157,566,Platinum
CUST_0357,35,141300,731,Gold
CUST_0358,19,106925,645,Silver
CUST_0359,71,86358,483,Gold
CUST_0360,52,67057,501,Gold
CUST_0361,33,26150,561,Gold
CUST_0362,58,24425,701,Gold
CUST_0363,53,36032,531,Platinum
CUST_0364,50,22198,681,Gold
CUST_0365,21,138865,676,Silver
CUST_0366,50,159777,682,Silver
CUST_0367,31,43236,670,Silver
CUST_0368,38,107955,491,Silver
CUST_0369,65,123145,470,Silver
CUST_0370,37,114914,491,Silver
CUST_0371,73,122870,846,Silver
CUST_0372,25,136243,562,Silver
CUST_0373,24,34596,554,Platinum
CUST_0374,20,152351,641,Platinum
CUST_0375,34,131496,466,Silver
CUST_0376,50,150273,569,Platinum
CUST_0377,65,158155,842,Gold
CUST_0378,29,140674,578,Silver
CUST_0379,68,140307,579,Silver
CUST_0380,39,39063,509,Gold
CUST_0381,72,87642,497,Gold
CUST_0382,39,110093,478,Gold
CUST_0383,63,55954,546,Silver
CUST_0384,47,47856,459,Silver
CUST_0385,55,22573,691,Silver
CUST_0386,55,55367,763,Silver
CUST_0387,62,119608,681,Silver
CUST_0388,68,80774,726,Silver
CUST_0389,71,43752,733,Platinum
CUST_0390,25,75029,652,Platinum
CUST_0391,44,150282,696,Silver
CUST_0392,44,71693,739,Platinum
CUST_0393,51,136739,713,Silver
CUST_0394,38,75961,663,Silver
CUST_0395,47,146678,649,Silver
CUST_0396,50,94532,528,Gold
CUST_0397,45,101994,792,Platinum
CUST_0398,64,76133,793,Gold
CUST_0399,50,81268,622,Silver
CUST_0400,22,51653,518,Gold
CUST_0401,65,141829,536,Silver
CUST_0402,36,148377,550,Platinum
CUST_0403,21,21622,457,Gold
CUST_0404,52,68756,782,Silver
CUST_0405,66,60809,649,Gold
CUST_0406,34,36725,536,Gold
CUST_0407,61,71226,492,Silver
CUST_0408,45,101182,834,Gold
CUST_0409,47,49402,558,Silver
CUST_0410,46,24263,601,Gold
CUST_0411,63,67924,466,Platinum
CUST_0412,70,94182,582,Platinum
CUST_0413,23,55737,597,Gold
CUST_0414,52,121332,726,Gold
CUST_0415,58,109563,681,Silver
CUST_0416,54,148575,763,Gold
CUST_0417,41,121371,815,Silver
CUST_0418,46,58709,677,Silver
CUST_0419,66,41172,588,Silver
CUST_0420,63,31555,848,Silver
CUST_0421,70,73276,660,Gold
CUST_0422,48,77492,840,Silver
CUST_0423,52,109599,477,Gold
CUST_0424,50,31046,500,Silver
CUST_0425,69,136021,710,Silver
CUST_0426,38,24853,710,Gold
CUST_0427,49,140900,799,Silver
CUST_0428,40,79129,801,Silver
CUST_0429,50,134130,457,Gold
CUST_0430,20,141789,769,Silver
CUST_0431,35,58890,587,Platinum
CUST_0432,42,86017,487,Silver
CUST_0433,59,152596,560,Silver
CUST_0434,48,120424,817,Gold
CUST_0435,71,35048,669,Silver
CUST_0436,20,74912,786,Silver
CUST_0437,57,54008,672,Silver
CUST_0438,63,151132,585,Silver
CUST_0439,41,103559,705,Platinum
CUST_0440,67,75337,809,Silver
CUST_0441,49,130616,778,Gold
CUST_0442,64,33350,498,Platinum
CUST_0443,39,44354,741,Silver
CUST_0444,40,65186,831,Platinum
CUST_0445,19,48145,773,Silver
CUST_0446,44,106123,527,Platinum
CUST_0447,59,40581,554,Silver
CUST_0448,19,108929,618,Gold
CUST_0449,43,43051,666,Silver
CUST_0450,34,71474,827,Silver
CUST_0451,57,111748,568,Gold
CUST_0452,50,145995,639,Gold
CUST_0453,26,89626,704,Silver
CUST_0454,60,26960,819,Silver
CUST_0455,71,56408,715,Gold
CUST_0456,65,114006,598,Gold
CUST_0457,56,77134,613,Platinum
CUST_0458,46,152413,589,Gold
CUST_0459,59,110327,796,Platinum
CUST_0460,72,151410,707,Gold
CUST_0461,43,31344,823,Silver
CUST_0462,52,152822,718,Silver
CUST_0463,67,87957,630,Gold
CUST_0464,42,125423,609,Gold
CUST_0465,41,78053,800,Silver
CUST_0466,30,97454,849,Silver
CUST_0467,24,110600,737,Platinum
CUST_0468,74,142732,737,Gold
CUST_0469,53,57641,829,Silver
CUST_0470,62,49711,675,Silver
CUST_0471,37,90342,460,Silver
CUST_0472,18,126896,459,Silver
CUST_0473,25,107833,720,Silver
CUST_0474,63,76276,722,Silver
CUST_0475,33,39541,632,Gold
CUST_0476,31,114457,602,Silver
CUST_0477,29,64813,764,Platinum
CUST_0478,68,159892,783,Platinum
CUST_0479,40,44070,573,Silver
CUST_0480,32,100559,563,Gold
CUST_0481,45,61786,727,Silver
CUST_0482,51,157809,662,Platinum
CUST_0483,19,56062,621,Silver
CUST_0484,49,71571,737,Gold
CUST_0485,40,45510,623,Gold
CUST_0486,39,39426,562,Silver
CUST_0487,68,57265,825,Silver
CUST_0488,42,86150,571,Gold
CUST_0489,39,107312,481,Gold
CUST_0490,39,109613,671,Silver
CUST_0491,66,94910,568,Gold
CUST_0492,69,72375,488,Silver
CUST_0493,59,141826,717,Gold
CUST_0494,23,55435,682,Silver
CUST_0495,32,116443,467,Platinum
CUST_0496,71,154055,598,Silver
CUST_0497,60,43510,846,Silver
CUST_0498,54,114071,598,Silver
CUST_0499,50,26640,575,Silver
CUST_0500,25,64547,841,Gold
CUST_0501,70,74620,751,Silver
CUST_0502,61,135608,809,Platinum
CUST_0503,61,27564,687,Silver
CUST_0504,22,133824,584,Silver
CUST_0505,56,99273,600,Silver
CUST_0506,21,94859,685,Silver
CUST_0507,23,130017,673,Silver
CUST_0508,62,143618,652,Silver
CUST_0509,49,145341,705,Silver
CUST_0510,69,49430,535,Silver
CUST_0511,47,47788,599,Gold
CUST_0512,64,89346,684,Gold
CUST_0513,52,116122,794,Silver
CUST_0514,72,59974,471,Silver
CUST_0515,57,127309,797,Platinum
CUST_0516,69,36371,734,Gold
CUST_0517,33,65084,718,Gold
CUST_0518,30,81916,707,Silver
CUST_0519,67,93972,478,Gold
CUST_0520,59,32984,662,Gold
CUST_0521,47,53039,732,Gold
CUST_0522,36,105431,499,Platinum
CUST_0523,34,103691,544,Silver
CUST_0524,73,78606,537,Silver
CUST_0525,36,122665,493,Gold
CUST_0526,45,125373,727,Platinum
CUST_0527,72,44574,620,Silver
CUST_0528,43,154502,638,Silver
CUST_0529,54,52733,802,Silver
CUST_0530,43,22050,633,Silver
CUST_0531,70,129996,452,Gold
CUST_0532,40,53933,640,Gold
CUST_0533,26,44951,567,Silver
CUST_0534,29,52413,468,Silver
CUST_0535,70,132573,472,Silver
CUST_0536,18,155566,479,Silver
CUST_0537,18,142744,744,Gold
CUST_0538,64,109431,557,Platinum
CUST_0539,51,63001,816,Platinum
CUST_0540,49,87364,730,Silver
CUST_0541,71,144988,577,Platinum
CUST_0542,65,65028,678,Gold
CUST_0543,42,151878,560,Gold
CUST_0544,57,144343,585,Silver
CUST_0545,62,148301,811,Silver
CUST_0546,70,146295,635,Silver
CUST_0547,18,54636,593,Silver
CUST_0548,33,44262,521,Silver
CUST_0549,56,100435,578,Silver
CUST_0550,22,148583,813,Silver
CUST_0551,39,61844,710,Gold
CUST_0552,46,84754,452,Silver
CUST_0553,72,97129,837,Silver
CUST_0554,20,60042,553,Platinum
CUST_0555,29,81665,673,Platinum
CUST_0556,43,136953,769,Gold
CUST_0557,33,138533,811,Platinum
CUST_0558,68,93781,803,Gold
CUST_0559,54,86262,459,Platinum
CUST_0560,39,66600,833,Silver
CUST_0561,74,96898,751,Silver
CUST_0562,46,50448,680,Silver
CUST_0563,31,46172,668,Silver
CUST_0564,45,27657,515,Silver
CUST_0565,22,132855,561,Gold
CUST_0566,64,27906,462,Gold
CUST_0567,66,81413,842,Gold
CUST_0568,47,74028,535,Silver
CUST_0569,63,27287,683,Platinum
CUST_0570,69,53660,539,Gold
CUST_0571,22,80504,763,Silver
CUST_0572,29,122979,503,Gold
CUST_0573,33,54701,461,Silver
CUST_0574,43,103300,658,Silver
CUST_0575,43,103560,463,Platinum
CUST_0576,65,63642,570,Silver
CUST_0577,38,85160,826,Silver
CUST_0578,56,37602,469,Platinum
CUST_0579,53,123320,524,Gold
CUST_0580,50,108801,849,Silver
CUST_0581,47,45931,692,Silver
CUST_0582,54,114377,672,Silver
CUST_0583,40,49192,519,Gold
CUST_0584,27,66542,761,Silver
CUST_0585,71,147015,660,Silver
CUST_0586,22,62520,550,Platinum
CUST_0587,53,84772,635,Gold
CUST_0588,51,70106,581,Silver
CUST_0589,69,101121,560,Gold
CUST_0590,48,45559,830,Gold
CUST_0591,27,125595,581,Silver
CUST_0592,36,53742,469,Silver
CUST_0593,49,89669,843,Platinum
CUST_0594,18,155044,473,Silver
CUST_0595,73,90831,676,Gold
CUST_0596,22,132217,603,Silver
CUST_0597,62,61873,742,Silver
CUST_0598,21,126532,679,Silver
CUST_0599,33,146267,759,Silver
CUST_0600,41,154092,808,Silver
CUST_0601,33,61755,651,Silver
CUST_0602,72,105956,487,Platinum
CUST_0603,19,106988,709,Platinum
CUST_0604,66,65648,637,Gold
CUST_0605,45,145991,506,Platinum
CUST_0606,49,135005,469,Silver
CUST_0607,44,22396,722,Platinum
CUST_0608,37,104082,568,Silver
CUST_0609,41,148322,520,Platinum
CUST_0610,29,152663,453,Platinum
CUST_0611,67,31303,670,Gold
CUST_0612,52,91719,463,Platinum
CUST_0613,50,119616,452,Gold
CUST_0614,50,144165,665,Silver
CUST_0615,68,106231,678,Silver
CUST_0616,60,27314,785,Gold
CUST_0617,54,39623,635,Silver
CUST_0618,29,125228,504,Gold
CUST_0619,20,117624,837,Platinum
CUST_0620,18,131785,825,Silver
CUST_0621,50,106206,703,Gold
CUST_0622,57,89274,473,Platinum
CUST_0623,27,153541,611,Platinum
CUST_0624,60,73947,607,Platinum
CUST_0625,61,68874,531,Gold
CUST_0626,46,69708,608,Platinum
CUST_0627,30,94553,637,Gold
CUST_0628,29,88344,509,Silver
CUST_0629,48,69138,754,Silver
CUST_0630,63,67638,768,Gold
CUST_0631,19,98249,815,Silver
CUST_0632,68,125865,660,Gold
CUST_0633,67,22719,601,Gold
CUST_0634,52,62534,558,Silver
CUST_0635,40,112241,525,Gold
CUST_0636,34,146209,479,Gold
CUST_0637,43,112124,763,Silver
CUST_0638,25,111659,566,Silver
CUST_0639,46,95713,805,Silver
CUST_0640,43,95418,641,Silver
CUST_0641,27,148232,468,Platinum
CUST_0642,43,51575,622,Silver
CUST_0643,51,83852,677,Gold
CUST_0644,68,152079,799,Silver
CUST_0645,58,96242,632,Silver
CUST_0646,24,49257,562,Platinum
CUST_0647,21,81246,632,Gold
CUST_0648,70,21435,595,Silver
CUST_0649,67,111357,768,Silver
CUST_0650,62,156156,565,Silver
CUST_0651,28,103807,562,Silver
CUST_0652,46,135953,700,Gold
CUST_0653,73,158563,700,Silver
CUST_0654,53,143797,752,Silver
CUST_0655,42,83888,762,Silver
CUST_0656,38,93609,567,Platinum
CUST_0657,74,29077,750,Platinum
CUST_0658,53,40953,610,Silver
CUST_0659,27,134682,647,Gold
CUST_0660,54,87889,709,Silver
CUST_0661,26,135374,597,Silver
CUST_0662,41,44860,689,Gold
CUST_0663,52,97475,496,Platinum
CUST_0664,66,107266,848,Platinum
CUST_0665,52,120732,647,Gold
CUST_0666,65,47083,496,Silver
CUST_0667,53,77372,527,Gold
CUST_0668,35,143786,573,Silver
CUST_0669,66,27813,524,Gold
CUST_0670,56,51598,808,Silver
CUST_0671,49,113106,586,Gold
CUST_0672,41,47082,539,Silver
CUST_0673,40,49241,849,Silver
CUST_0674,49,31745,774,Platinum
CUST_0675,54,46029,510,Silver
CUST_0676,29,143395,587,Gold
CUST_0677,66,109186,499,Silver
CUST_0678,72,157612,708,Silver
CUST_0679,30,117768,556,Silver
CUST_0680,40,61846,562,Silver
CUST_0681,42,95932,799,Platinum
CUST_0682,52,43411,703,Silver
CUST_0683,58,98797,567,Platinum
CUST_0684,47,72307,647,Gold
CUST_0685,34,154165,786,Silver
CUST_0686,66,42042,814,Gold
CUST_0687,37,72930,500,Gold
CUST_0688,65,117883,694,Gold
CUST_0689,42,53756,484,Silver
CUST_0690,39,73268,751,Silver
CUST_0691,30,68901,518,Platinum
CUST_0692,36,119986,798,Platinum
CUST_0693,66,148386,769,Platinum
CUST_0694,53,25626,498,Silver
CUST_0695,29,158496,523,Gold
CUST_0696,58,32857,641,Silver
CUST_0697,36,153052,710,Silver
CUST_0698,29,46431,805,Silver
CUST_0699,26,104976,519,Gold
CUST_0700,24,102711,539,Silver
CUST_0701,45,46385,709,Silver
CUST_0702,31,38639,575,Platinum
CUST_0703,48,105530,680,Silver
CUST_0704,69,41563,744,Silver
CUST_0705,36,135672,578,Silver
CUST_0706,64,156848,729,Platinum
CUST_0707,33,159783,762,Gold
CUST_0708,70,102970,549,Silver
CUST_0709,22,105553,775,Platinum
CUST_0710,52,102879,746,Platinum
CUST_0711,29,156727,631,Silver
CUST_0712,42,64859,623,Gold
CUST_0713,69,72098,765,Gold
CUST_0714,38,142413,813,Gold
CUST_0715,53,20526,637,Silver
CUST_0716,70,88760,506,Platinum
CUST_0717,40,67837,480,Gold
CUST_0718,33,31536,533,Silver
CUST_0719,74,48541,601,Silver
CUST_0720,56,99083,485,Silver
CUST_0721,62,54531,662,Silver
CUST_0722,70,28712,813,Gold
CUST_0723,59,124101,555,Silver
CUST_0724,56,85455,791,Silver
CUST_0725,31,94744,669,Gold
CUST_0726,48,149749,840,Silver
CUST_0727,22,25109,612,Platinum
CUST_0728,52,69268,669,Silver
CUST_0729,40,74615,719,Silver
CUST_0730,46,102503,569,Silver
CUST_0731,60,105708,843,Silver
CUST_0732,28,122471,785,Silver
CUST_0733,35,103309,849,Gold
CUST_0734,64,146446,631,Platinum
CUST_0735,29,126661,555,Silver
CUST_0736,26,26154,666,Gold
CUST_0737,27,84288,654,Gold
CUST_0738,61,71195,519,Platinum
CUST_0739,34,40581,493,Silver
CUST_0740,55,50087,778,Silver
CUST_0741,24,89298,750,Silver
CUST_0742,63,66167,677,Gold
CUST_0743,30,59499,633,Platinum
CUST_0744,57,145816,556,Silver
CUST_0745,59,116347,533,Silver
CUST_0746,26,68787,787,Platinum
CUST_0747,67,55488,699,Platinum
CUST_0748,44,94441,812,Platinum
CUST_0749,19,42431,470,Gold
CUST_0750,22,81681,645,Silver
CUST_0751,46,142720,627,Gold
CUST_0752,54,69153,456,Gold
CUST_0753,55,26368,519,Silver
CUST_0754,36,132360,576,Gold
CUST_0755,25,132755,848,Gold
CUST_0756,65,76985,609,Silver
CUST_0757,62,70069,697,Gold
CUST_0758,18,72326,652,Gold
CUST_0759,39,128737,597,Platinum
CUST_0760,69,70861,592,Silver
CUST_0761,34,95897,648,Silver
CUST_0762,24,147118,603,Gold
CUST_0763,42,88577,825,Silver
CUST_0764,62,29078,833,Gold
CUST_0765,21,82768,591,Gold
CUST_0766,53,71047,762,Silver
